RIN,Geolocation,zip,long_lat,TigerLineID,Tract,Block
143249,"900 W 25TH ST, Austin, TX, ,","900 W 25TH ST, AUSTIN, TX, 78705","-97.74672,30.28946",63942584,603,3001
143268,"1204 PORTERFIELD DR, Austin, TX, ,","1204 PORTERFIELD DR, AUSTIN, TX, 78753","-97.650925,30.399935",64004154,1839,1042
143269,"2100 E 12TH ST, Austin, TX, ,",,,,,
143288,"1700 W PARMER LN, Austin, TX, ,","1700 E PARMER LN, AUSTIN, TX, 78754","-97.646805,30.38621",646495568,1842,1020
143308,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
143328,"1800 BURTON DR, Austin, TX, ,","1800 BURTON DR, AUSTIN, TX, 78741","-97.72862,30.235802",63948513,2315,1001
143329,"14444 ROBERT I WALKER BLVD, Austin, TX, ,","14444 ROBERT I WALKER BLVD, AUSTIN, TX, 78728","-97.68604,30.440655",63971358,1864,1030
143330,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
143331,"11350 FOUR POINTS DR, Austin, TX, ,","11350 FOUR POINTS DR, AUSTIN, TX, 78726","-97.84633,30.40335",641746500,1714,1042
143348,"12501 TECH RIDGE BLVD, Austin, TX, ,","12501 TECH RIDGE BLVD, AUSTIN, TX, 78753","-97.65827,30.40091",641663370,1839,2014
143368,"501 E 8TH ST, Austin, TX, ,",,,,,
143369,"919 CONGRESS AVE, Austin, TX, ,","919 CONGRESS AVE, AUSTIN, TX, 78701","-97.74168,30.271074",63943447,1100,1046
143370,"300 CONGRESS AVE, Austin, TX, ,","300 CONGRESS AVE, AUSTIN, TX, 78701","-97.743835,30.265339",64016834,1100,1124
143388,"919 CONGRESS AVE, Austin, TX, ,","919 CONGRESS AVE, AUSTIN, TX, 78701","-97.74168,30.271074",63943447,1100,1046
143389,"833 FAIRFIELD DR, Austin, TX, ,","833 FAIRFIELD DR, AUSTIN, TX, 78758","-97.703224,30.355927",64023949,1805,2014
143390,"833 FAIRFIELD DR, Austin, TX, ,","833 FAIRFIELD DR, AUSTIN, TX, 78758","-97.703224,30.355927",64023949,1805,2014
143391,"2700 GRACY FARMS LN, Austin, TX, ,","2700 GRACY FARMS LN, AUSTIN, TX, 78758","-97.712425,30.40549",64064520,1849,1002
143392,"2700 GRACY FARMS LN, Austin, TX, ,","2700 GRACY FARMS LN, AUSTIN, TX, 78758","-97.712425,30.40549",64064520,1849,1002
143393,"9601 N IH 35 SVRD NB, Austin, TX, ,",,,,,
143394,"11441 N IH 35 SVRD NB, Austin, TX, ,",,,,,
143395,"11441 N IH 35 SVRD NB, Austin, TX, ,",,,,,
143396,"11441 N IH 35 SVRD NB, Austin, TX, ,",,,,,
143398,"11441 N IH 35 SVRD NB, Austin, TX, ,",,,,,
143408,"500 E 4TH ST, Austin, TX, ,",,,,,
143409,"10100 N CAPITAL OF TEXAS HWY NB, Austin, TX, ,",,,,,
143410,"12900 N IH 35 SB, Austin, TX, ,",,,,,
143411,"715 E 8TH ST, Austin, TX, ,",,,,,
143412,"4900 E OLTORF ST, Austin, TX, ,","4900 E OLTORF ST, AUSTIN, TX, 78741","-97.72194,30.222647",64094857,2314,2002
143413,"4900 E OLTORF ST, Austin, TX, ,","4900 E OLTORF ST, AUSTIN, TX, 78741","-97.72194,30.222647",64094857,2314,2002
143414,"4900 E OLTORF ST, Austin, TX, ,","4900 E OLTORF ST, AUSTIN, TX, 78741","-97.72194,30.222647",64094857,2314,2002
143415,"4900 E OLTORF ST, Austin, TX, ,","4900 E OLTORF ST, AUSTIN, TX, 78741","-97.72194,30.222647",64094857,2314,2002
143416,"N IH 35 SVRD SB / E 12TH ST, Austin, TX, ,",,,,,
143417,"1100 E OLTORF ST, Austin, TX, ,",,,,,
143418,"10917 S IH 35 SVRD NB, Austin, TX, ,",,,,,
143419,"1707 OVERHILL DR, Austin, TX, ,","1707 OVERHILL DR, AUSTIN, TX, 78721","-97.6839,30.284267",63951501,2109,2000
143420,"1700 W PARMER LN, Austin, TX, ,","1700 E PARMER LN, AUSTIN, TX, 78754","-97.646805,30.38621",646495568,1842,1020
143428,"218 E 6TH ST, Austin, TX, ,","218 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268494",63943432,1100,1087
143429,"9515 N LAMAR BLVD, Austin, TX, ,",,,,,
143430,"1100 E OLTORF ST, Austin, TX, ,",,,,,
143431,"4526 WEST GATE BLVD, Austin, TX, ,","4526 W GATE BLVD, AUSTIN, TX, 78745","-97.80142,30.22891",63939005,1750,2007
143448,"1114 CAMINO LA COSTA, Austin, TX, ,",,,,,
143449,"1114 CAMINO LA COSTA, Austin, TX, ,",,,,,
143450,"1114 CAMINO LA COSTA, Austin, TX, ,",,,,,
143451,"1100 E OLTORF ST, Austin, TX, ,",,,,,
143452,"1100 E OLTORF ST, Austin, TX, ,",,,,,
143453,"1100 E OLTORF ST, Austin, TX, ,",,,,,
143468,"1707 OVERHILL DR, Austin, TX, ,","1707 OVERHILL DR, AUSTIN, TX, 78721","-97.6839,30.284267",63951501,2109,2000
143488,"107 JENNIFER LN, Austin, TX, ,","107 JENNIFER LN, AUSTIN, TX, 78753","-97.70216,30.349638",63932050,1806,4003
143508,"107 JENNIFER LN, Austin, TX, ,","107 JENNIFER LN, AUSTIN, TX, 78753","-97.70216,30.349638",63932050,1806,4003
143509,"12900 N IH 35 SVRD SB, Austin, TX, ,",,,,,
143528,"2300 BLOCK ROSEWOOD AVE, Austin, TX, ,","2300 ROSEWOOD AVE, AUSTIN, TX, 78702","-97.715,30.270359",64017946,802,3003
143548,"2300 BLOCK ROSEWOOD AVE, Austin, TX, ,","2300 ROSEWOOD AVE, AUSTIN, TX, 78702","-97.715,30.270359",64017946,802,3003
143568,"100 BLOCK E SLAUGHTER LN, Austin, TX, ,","100 E SLAUGHTER LN, AUSTIN, TX, 78744","-97.776955,30.160877",641677805,2429,1010
143569,"100 BLOCK E SLAUGHTER LN, Austin, TX, ,","100 E SLAUGHTER LN, AUSTIN, TX, 78744","-97.776955,30.160877",641677805,2429,1010
143570,"10100 N CAPITAL OF TEXAS HWY SB, Austin, TX, ,",,,,,
143571,"1941 GASTON PLACE DR, Austin, TX, ,","1941 GASTON PLACE DR, AUSTIN, TX, 78723","-97.68796,30.31231",64020421,2106,1005
143572,"900 W 25TH ST, Austin, TX, ,","900 W 25TH ST, AUSTIN, TX, 78705","-97.74672,30.28946",63942584,603,3001
143573,"500 W 4TH ST, Austin, TX, ,",,,,,
143574,"TRINITY ST / E CESAR CHAVEZ ST, Austin, TX, ,",,,,,
143575,"N IH 35 SVRD SB / E 12TH ST, Austin, TX, ,",,,,,
143588,"10100 N CAPITAL OF TEXAS HWY SB, Austin, TX, ,",,,,,
143608,"10100 N CAPITAL OF TEXAS HWY SB, Austin, TX, ,",,,,,
143628,"833 FAIRFIELD DR, Austin, TX, ,","833 FAIRFIELD DR, AUSTIN, TX, 78758","-97.703224,30.355927",64023949,1805,2014
143629,"833 FAIRFIELD DR, Austin, TX, ,","833 FAIRFIELD DR, AUSTIN, TX, 78758","-97.703224,30.355927",64023949,1805,2014
143630,"9345 NOTCHES DR, Austin, TX, ,","9345 NOTCHES DR, AUSTIN, TX, 78748","-97.835655,30.185156",63990416,1746,1009
143631,"1600 SHARON LN, Austin, TX, ,","1600 SHARON LN, AUSTIN, TX, 78703","-97.764366,30.288324",63942173,1605,1026
143632,"1648 RUTLAND DR, Austin, TX, ,","1648 RUTLAND DR, AUSTIN, TX, 78758","-97.71188,30.372358",641895165,1821,1004
143648,"1905 E 12TH ST, Austin, TX, ,","1905 E 12TH ST, AUSTIN, TX, 78702","-97.71979,30.273796",63946992,804,1003
143668,"919 E 32ND ST, Austin, TX, ,",,,,,
143688,"919 E 32ND ST, Austin, TX, ,",,,,,
143708,"317 E 6TH ST, Austin, TX, ,",,,,,
143709,"10421 N IH 35 NB, Austin, TX, ,",,,,,
143710,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
143711,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
143712,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
143713,"400 TRINITY ST, Austin, TX, ,","400 TRINITY ST, AUSTIN, TX, 78701","-97.73998,30.265312",63946496,1100,1107
143728,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
143729,"12800 CENTER LAKE DR, Austin, TX, ,","12800 CENTER LAKE DR, AUSTIN, TX, 78753","-97.66839,30.406502",637850271,1839,1006
143730,"1342 LAMAR SQUARE DR, Austin, TX, ,","1342 LAMAR SQUARE DR, AUSTIN, TX, 78704","-97.764206,30.254036",63944480,1303,2006
143731,"1600 BLOCK E 2ND ST, Austin, TX, ,","1600 E 2ND ST, AUSTIN, TX, 78702","-97.72808,30.259378",63946793,902,4049
143748,"100 W 15TH ST, Austin, TX, ,",,,,,
143749,"100 W 15TH ST, Austin, TX, ,",,,,,
143750,"1840 BURTON DR, Austin, TX, ,","1840 BURTON DR, AUSTIN, TX, 78741","-97.72925,30.235193",63948513,2315,1001
143768,"2200 S PLEASANT VALLEY RD, Austin, TX, ,","2200 S PLEASANT VALLEY RD, AUSTIN, TX, 78741","-97.72499,30.231995",608824819,2316,2001
143769,"2200 S PLEASANT VALLEY RD, Austin, TX, ,","2200 S PLEASANT VALLEY RD, AUSTIN, TX, 78741","-97.72499,30.231995",608824819,2316,2001
143770,"9408 MANCHACA RD, Austin, TX, ,","9408 MANCHACA RD, AUSTIN, TX, 78748","-97.82117,30.178286",64013122,1747,3002
143771,"9408 MANCHACA RD, Austin, TX, ,","9408 MANCHACA RD, AUSTIN, TX, 78748","-97.82117,30.178286",64013122,1747,3002
143772,"9408 MANCHACA RD, Austin, TX, ,","9408 MANCHACA RD, AUSTIN, TX, 78748","-97.82117,30.178286",64013122,1747,3002
143773,"2347 DOUGLAS ST, Austin, TX, ,","2347 DOUGLAS ST, AUSTIN, TX, 78741","-97.73208,30.229137",623830749,2313,2000
143774,"301 BRAZOS ST, Austin, TX, ,","301 BRAZOS ST, AUSTIN, TX, 78701","-97.74247,30.264969",64016836,1100,1126
143775,"301 BRAZOS ST, Austin, TX, ,","301 BRAZOS ST, AUSTIN, TX, 78701","-97.74247,30.264969",64016836,1100,1126
143788,"525 N LAMAR BLVD, Austin, TX, ,","525 N LAMAR BLVD, AUSTIN, TX, 78703","-97.75441,30.27065",63943021,1200,2019
143789,"4400 BLOCK AIRPORT BLVD, Austin, TX, ,","4400 AIRPORT BLVD, AUSTIN, TX, 78722","-97.71301,30.300365",641673500,307,1013
143808,"921 E 37TH ST, Austin, TX, ,",,,,,
143809,"200 W MOCKINGBIRD LN, Austin, TX, ,","200 W MOCKINGBIRD LN, AUSTIN, TX, 78745","-97.77459,30.207975",63944422,2402,1011
143810,"200 W MOCKINGBIRD LN, Austin, TX, ,","200 W MOCKINGBIRD LN, AUSTIN, TX, 78745","-97.77459,30.207975",63944422,2402,1011
143828,"10101 S 1ST ST, Austin, TX, ,",,,,,
143829,"10101 S 1ST ST, Austin, TX, ,",,,,,
143830,"200 W MOCKINGBIRD LN, Austin, TX, ,","200 W MOCKINGBIRD LN, AUSTIN, TX, 78745","-97.77459,30.207975",63944422,2402,1011
143831,"2300 GUADALUPE ST, Austin, TX, ,","2300 GUADALUPE ST, AUSTIN, TX, 78705","-97.741684,30.286589",63942729,604,2000
143848,"9300 S IH 35 SB, Austin, TX, ,",,,,,
143849,"1302 W 24TH ST, Austin, TX, ,","1302 W 24TH ST, AUSTIN, TX, 78705","-97.75159,30.28846",63942554,603,2007
143869,"403 E 6TH ST, Austin, TX, ,",,,,,
143870,"9100 RESEARCH BLVD SVRD SB, Austin, TX, ,","9100 RESEARCH BLVD, AUSTIN, TX, 78758","-97.72752,30.373583",637874047,1817,1001
143888,"403 E 6TH ST, Austin, TX, ,",,,,,
143889,"403 E 6TH ST, Austin, TX, ,",,,,,
143908,"6710 LOYOLA LN, Austin, TX, ,","6710 LOYOLA LN, AUSTIN, TX, 78724","-97.646225,30.299314",63951863,2202,1011
143909,"MANOR RD / AIRPORT BLVD, Austin, TX, ,",,,,,
143910,"MANOR RD / AIRPORT BLVD, Austin, TX, ,",,,,,
143911,"10100 N CAPITAL OF TEXAS HWY NB, Austin, TX, ,",,,,,
143912,"1700 TERI RD, Austin, TX, ,","1700 TERI RD, AUSTIN, TX, 78744","-97.756485,30.204674",63949832,2411,1019
143913,"1700 TERI RD, Austin, TX, ,","1700 TERI RD, AUSTIN, TX, 78744","-97.756485,30.204674",63949832,2411,1019
143914,"4409 QUICKSILVER BLVD, Austin, TX, ,","4409 QUICKSILVER BLVD, AUSTIN, TX, 78744","-97.762665,30.174587",63950232,2430,3002
143928,"424 S LAMAR BLVD SB, Austin, TX, ,",,,,,
143929,"9400 W PARMER LN, Austin, TX, ,",,,,,
143950,"1700 TERI RD, Austin, TX, ,","1700 TERI RD, AUSTIN, TX, 78744","-97.756485,30.204674",63949832,2411,1019
143951,"2716 E 3RD ST, Austin, TX, ,",,,,,
143968,"400 W 24TH ST, Austin, TX, ,","400 W 24TH ST, AUSTIN, TX, 78705","-97.741615,30.28773",63942728,603,4007
143969,"2100 WICKERSHAM LN, Austin, TX, ,","2100 WICKERSHAM LN, AUSTIN, TX, 78741","-97.72087,30.231415",63948851,2314,4001
143970,"1700 TERI RD, Austin, TX, ,","1700 TERI RD, AUSTIN, TX, 78744","-97.756485,30.204674",63949832,2411,1019
143971,"1211 E M FRANKLIN AVE, Austin, TX, ,","1211 E M FRANKLIN AVE, AUSTIN, TX, 78721","-97.69464,30.27828",64017998,2109,2009
143972,"5621 N IH 35 NB, Austin, TX, ,",,,,,
143988,"400 W 24TH ST, Austin, TX, ,","400 W 24TH ST, AUSTIN, TX, 78705","-97.741615,30.28773",63942728,603,4007
144008,"1633 ROYAL CREST DR, Austin, TX, ,","1633 ROYAL CREST DR, AUSTIN, TX, 78741","-97.73012,30.239513",63948494,2316,1002
144009,"1633 ROYAL CREST DR, Austin, TX, ,","1633 ROYAL CREST DR, AUSTIN, TX, 78741","-97.73012,30.239513",63948494,2316,1002
144011,"424 S LAMAR BLVD SB, Austin, TX, ,",,,,,
144012,"200 W MOCKINGBIRD LN, Austin, TX, ,","200 W MOCKINGBIRD LN, AUSTIN, TX, 78745","-97.77459,30.207975",63944422,2402,1011
144028,"1211 E M FRANKLIN AVE, Austin, TX, ,","1211 E M FRANKLIN AVE, AUSTIN, TX, 78721","-97.69464,30.278278",64017998,2109,2009
144029,"9800 N LAMAR BLVD, Austin, TX, ,","9800 N LAMAR BLVD, AUSTIN, TX, 78753","-97.69519,30.36631",63930820,1822,1009
144048,"1501 REAGAN HILL DR, Austin, TX, ,","1501 REAGAN HILL DR, AUSTIN, TX, 78752","-97.68998,30.326542",64010298,1811,1015
144068,"218 E 6TH ST, Austin, TX, ,",,,,,
144069,"218 E 6TH ST, Austin, TX, ,","218 W 6TH ST, AUSTIN, TX, 78701","-97.744385,30.268494",63943432,1100,1087
144070,"2006 ROSEWOOD AVE, Austin, TX, ,","2006 ROSEWOOD AVE, AUSTIN, TX, 78702","-97.71758,30.269945",63947216,804,1013
144071,"10000 N LAMAR BLVD, Austin, TX, ,",,,,,
144072,"4508 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144073,"10000 N LAMAR BLVD, Austin, TX, ,",,,,,
144074,"10000 N LAMAR BLVD, Austin, TX, ,","10000 N LAMAR BLVD, AUSTIN, TX, 78753","-97.694466,30.367588",63930810,1822,1009
144075,"10000 N LAMAR BLVD, Austin, TX, ,","10000 N LAMAR BLVD, AUSTIN, TX, 78753","-97.694466,30.367588",63930810,1822,1009
144076,"200 LAVACA ST, Austin, TX, ,","200 LAVACA ST, AUSTIN, TX, 78701","-97.74657,30.265074",64094801,1100,1118
144077,"200 LAVACA ST, Austin, TX, ,","200 LAVACA ST, AUSTIN, TX, 78701","-97.74657,30.265074",64094801,1100,1118
144088,"500 E 6TH ST, Austin, TX, ,",,,,,
144108,"4508 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144109,"12330 METRIC BLVD, Austin, TX, ,","12330 METRIC BLVD, AUSTIN, TX, 78758","-97.69614,30.410343",641676381,1850,3004
144110,"12330 METRIC BLVD, Austin, TX, ,","12330 METRIC BLVD, AUSTIN, TX, 78758","-97.69614,30.410343",641676381,1850,3004
144111,"E 6TH ST / SAN JACINTO BLVD, Austin, TX, ,",,,,,
144112,"600 BLOCK SAN JACINTO BLVD, Austin, TX, ,","600 SAN JACINTO BLVD, AUSTIN, TX, 78701","-97.74036,30.26747",63946491,1100,1094
144113,"505 NECHES ST, Austin, TX, ,","505 NECHES ST, AUSTIN, TX, 78701","-97.73855,30.26595",63946505,1100,1104
144114,"2627 MANOR RD, Austin, TX, ,",,,,,
144115,"2627 MANOR RD, Austin, TX, ,",,,,,
144116,"409 E 6TH ST, Austin, TX, ,",,,,,
144128,"4508 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144148,"2627 MANOR RD, Austin, TX, ,",,,,,
144168,"9045 VIGEN CIR, Austin, TX, ,","9045 VIGEN CIR, AUSTIN, TX, 78748","-97.792694,30.169487",63990319,2421,3001
144169,"9045 VIGEN CIR, Austin, TX, ,","9045 VIGEN CIR, AUSTIN, TX, 78748","-97.792694,30.169487",63990319,2421,3001
144170,"9045 VIGEN CIR, Austin, TX, ,","9045 VIGEN CIR, AUSTIN, TX, 78748","-97.792694,30.169487",63990319,2421,3001
144171,"921 E 37TH ST, Austin, TX, ,",,,,,
144172,"8220 RESEARCH BLVD SVRD SB, Austin, TX, ,","8220 RESEARCH BLVD, AUSTIN, TX, 78758","-97.71509,30.354439",64106000,1818,2017
144173,"13376 N US 183 HWY SVRD SB, Austin, TX, ,",,,,,
144174,"8020 N LAMAR BLVD SB, Austin, TX, ,",,,,,
144175,"13376 N US 183 HWY SVRD SB, Austin, TX, ,",,,,,
144188,"2204 AIRPORT BLVD, Austin, TX, ,","2204 AIRPORT BLVD, AUSTIN, TX, 78722","-97.70588,30.285461",64042049,402,2000
144208,"12205 BLOCK WALLINGSTONE LN, Austin, TX, ,","12205 WALLINGSTONE LN, AUSTIN, TX, 78750","-97.79963,30.453096",126431509,20405,2008
144209,"12205 BLOCK WALLINGSTONE LN, Austin, TX, ,","12205 WALLINGSTONE LN, AUSTIN, TX, 78750","-97.79963,30.453096",126431509,20405,2008
144210,"8301 GUADALUPE ST, Austin, TX, ,","8301 GUADALUPE ST, AUSTIN, TX, 78753","-97.702896,30.350039",63932046,1806,4003
144228,"800 TIRADO ST, Austin, TX, ,","800 TIRADO ST, AUSTIN, TX, 78752","-97.70966,30.323864",63932407,1503,4012
144229,"CORONADO ST / WEBBERVILLE RD, Austin, TX, ,",,,,,
144248,"800 TIRADO ST, Austin, TX, ,","800 TIRADO ST, AUSTIN, TX, 78752","-97.70966,30.323864",63932407,1503,4012
144268,"800 TIRADO ST, Austin, TX, ,","800 TIRADO ST, AUSTIN, TX, 78752","-97.70966,30.323864",63932407,1503,4012
144269,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144270,"2508 E RIVERSIDE DR, Austin, TX, ,","2508 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.726135,30.239098",63948687,2304,2010
144271,"300 N PLEASANT VALLEY RD, Austin, TX, ,",,,,,
144288,"2204 AIRPORT BLVD, Austin, TX, ,","2204 AIRPORT BLVD, AUSTIN, TX, 78722","-97.70588,30.285461",64042049,402,2000
144289,"1000 BLOCK MONTOPOLIS DR, Austin, TX, ,","1000 MONTOPOLIS DR, AUSTIN, TX, 78741","-97.69737,30.234524",63949122,2318,2003
144290,"7604 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144291,"316 E 6TH ST, Austin, TX, ,",,,,,
144292,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144293,"2417 W SLAUGHTER LN, Austin, TX, ,",,,,,
144294,"2511 BUCKS RUN, Austin, TX, ,","2511 BUCKS RUN, AUSTIN, TX, 78744","-97.75854,30.181658",63950242,2427,1009
144308,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144309,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144310,"1000 BLOCK MONTOPOLIS DR, Austin, TX, ,","1000 MONTOPOLIS DR, AUSTIN, TX, 78741","-97.69737,30.234524",63949122,2318,2003
144311,"1000 BLOCK MONTOPOLIS DR, Austin, TX, ,","1000 MONTOPOLIS DR, AUSTIN, TX, 78741","-97.69737,30.234524",63949122,2318,2003
144312,"7604 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144313,"11215 RESEARCH BLVD SVRD NB, Austin, TX, ,","11215 RESEARCH BLVD, AUSTIN, TX, 78759","-97.74471,30.408695",63986962,1754,1002
144314,"601 E 15TH ST, Austin, TX, ,",,,,,
144328,"505 NECHES ST, Austin, TX, ,","505 NECHES ST, AUSTIN, TX, 78701","-97.73855,30.26595",63946505,1100,1104
144348,"2417 W SLAUGHTER LN, Austin, TX, ,",,,,,
144349,"2511 BUCKS RUN, Austin, TX, ,","2511 BUCKS RUN, AUSTIN, TX, 78744","-97.75854,30.181658",63950242,2427,1009
144368,"2001 SUNNY BROOK DR, Austin, TX, ,","2001 SUNNY BROOK DR, AUSTIN, TX, 78723","-97.692055,30.304562",63947560,2106,3011
144369,"2001 SUNNY BROOK DR, Austin, TX, ,","2001 SUNNY BROOK DR, AUSTIN, TX, 78723","-97.692055,30.304562",63947560,2106,3011
144370,"12900 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144371,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144372,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144373,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144374,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144375,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144388,"2700 ESPERANZA XING, Austin, TX, ,","2700 ESPERANZA CROSSING, AUSTIN, TX, 78758","-97.7172,30.397274",641747153,1849,1004
144389,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144390,"8909 BURNET RD, Austin, TX, ,","8909 BURNET RD, AUSTIN, TX, 78757","-97.72662,30.371904",637874036,1818,1004
144408,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73873,30.20602",64014007,2413,2000
144409,"4509 E ST ELMO RD, Austin, TX, ,","4509 E ST ELMO RD, AUSTIN, TX, 78744","-97.73873,30.20602",64014007,2413,2000
144410,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144428,"325 E 6TH ST, Austin, TX, ,",,,,,
144429,"325 E 6TH ST, Austin, TX, ,",,,,,
144448,"3909 N IH 35 NB, Austin, TX, ,",,,,,
144468,"4320 S CONGRESS AVE, Austin, TX, ,",,,,,
144488,"4320 S CONGRESS AVE, Austin, TX, ,",,,,,
144489,"5506 ROSE HILL CIR, Austin, TX, ,","5506 ROSE HILL CIR, AUSTIN, TX, 78745","-97.79389,30.21442",64003501,1712,3005
144490,"S CONGRESS AVE / W RIVERSIDE DR, Austin, TX, ,",,,,,
144491,"8801 RESEARCH BLVD NB, Austin, TX, ,",,,,,
144492,"200 E 8TH ST, Austin, TX, ,",,,,,
144493,"9326 LIGHTWOOD LOOP, Austin, TX, ,","9326 LIGHTWOOD LOOP, AUSTIN, TX, 78748","-97.841736,30.189667",636371475,1746,1001
144494,"11010 DOMAIN DR, Austin, TX, ,","11010 DOMAIN DR, AUSTIN, TX, 78758","-97.726524,30.396296",640743411,1849,1007
144495,"11010 DOMAIN DR, Austin, TX, ,","11010 DOMAIN DR, AUSTIN, TX, 78758","-97.726524,30.396296",640743411,1849,1007
144508,"5506 ROSE HILL CIR, Austin, TX, ,","5506 ROSE HILL CIR, AUSTIN, TX, 78745","-97.79389,30.21442",64003501,1712,3005
144509,"1700 TERI RD, Austin, TX, ,","1700 TERI RD, AUSTIN, TX, 78744","-97.756485,30.204674",63949832,2411,1019
144510,"200 E 8TH ST, Austin, TX, ,","200 E 8TH ST, AUSTIN, TX, 78701","-97.74069,30.269514",63946477,1100,1066
144511,"9401 N IH 35 SVRD NB, Austin, TX, ,",,,,,
144512,"4604 TURNSTONE DR, Austin, TX, ,","4604 TURNSTONE DR, AUSTIN, TX, 78744","-97.74907,30.188354",63950121,2412,1005
144513,"4604 TURNSTONE DR, Austin, TX, ,","4604 TURNSTONE DR, AUSTIN, TX, 78744","-97.74907,30.188354",63950121,2412,1005
144514,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144515,"100 BLOCK TRINITY ST, Austin, TX, ,","100 TRINITY ST, AUSTIN, TX, 78701","-97.74106,30.262472",63946558,1100,1149
144516,"6805 COLONY LOOP DR, Austin, TX, ,","6805 COLONY LOOP DR, AUSTIN, TX, 78724","-97.64099,30.299305",63951926,2202,1000
144517,"500 E 7TH ST, Austin, TX, ,",,,,,
144518,"4700 BLOCK E RIVERSIDE DR, Austin, TX, ,","4700 E RIVERSIDE DR, AUSTIN, TX, 78741","-97.71873,30.232042",63948852,2318,1005
144519,"7513 ST AMANT PL, Austin, TX, ,","7513 ST AMANT PL, AUSTIN, TX, 78749","-97.83493,30.20836",63938658,1776,1017
144528,"4604 TURNSTONE DR, Austin, TX, ,","4604 TURNSTONE DR, AUSTIN, TX, 78744","-97.74907,30.188354",63950121,2412,1005
144548,"409 E 6TH ST, Austin, TX, ,",,,,,
144549,"8020 N LAMAR BLVD SB, Austin, TX, ,",,,,,
144550,"1600 PAYTON GIN RD, Austin, TX, ,",,,,,
144551,"1600 PAYTON GIN RD, Austin, TX, ,",,,,,
144552,"1111 RED RIVER ST, Austin, TX, ,","1111 RED RIVER ST, AUSTIN, TX, 78701","-97.735306,30.27157",63946397,1100,1002
144553,"20 N IH 35 SVRD SB, Austin, TX, ,",,,,,
144554,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144555,"400 BLOCK E 6TH ST, Austin, TX, ,","400 E 6TH ST, AUSTIN, TX, 78701","-97.73924,30.26705",63946502,1100,1096
144568,"8617 SPICEWOOD SPRINGS RD, Austin, TX, ,",,,,,
144588,"2627 MANOR RD, Austin, TX, ,","2627 MANOR RD, AUSTIN, TX, 78722","-97.715065,30.284945",63947453,402,2010
